Date,Open_Close_Shift,Positive_Negative,Subjectivity,Analysis
2019-01-02,3.029998779296875,1,0.39641460554772695,Positive
2019-01-03,-1.7899932861328125,-1,0.4071639656892159,Positive
2019-01-04,3.7299957275390625,1,0.4374074243657576,Positive
2019-01-07,-0.7700042724609375,-1,0.3565545157456922,Positive
2019-01-08,1.19000244140625,1,0.44704817053954987,Positive
2019-01-09,2.0200042724609375,1,0.3802986794350431,Positive
2019-01-10,1.3000030517578125,1,0.368287037037037,Positive
2019-01-11,-0.5900115966796875,-1,0.29681122448979597,Positive
2019-01-14,-0.850006103515625,-1,0.4332837301587302,Positive
2019-01-15,2.8000030517578125,1,0.3911363636363636,Positive
2019-01-16,1.8600006103515625,1,0.453546626984127,Positive
2019-01-17,1.660003662109375,1,0.3817316267837101,Positive
2019-01-18,-0.67999267578125,-1,0.18223443223443223,Positive
2019-01-22,-3.1100006103515625,-1,0.4800250807393664,Positive
2019-01-23,-0.2299957275390625,-1,0.45046768707483,Positive
2019-01-24,-1.410003662109375,-1,0.5472534721613669,Positive
2019-01-25,2.279998779296875,1,0.47590939153439155,Positive
2019-01-28,0.510009765625,1,0.30417117604617605,Positive
2019-01-29,-1.57000732421875,-1,0.30015610720298214,Positive
2019-01-30,2.0,1,0.4241048348306412,Positive
2019-01-31,0.3300018310546875,1,0.3337350546279118,Positive
2019-02-01,-0.44000244140625,-1,0.44515151515151513,Negative
2019-02-04,3.839996337890625,1,0.3617361111111111,Positive
2019-02-05,1.3199920654296875,1,0.5551922123015873,Positive
2019-02-06,-0.4099884033203125,-1,0.6043052822598277,Positive
2019-02-07,-1.459991455078125,-1,0.3409060846560847,Negative
2019-02-08,1.4199981689453125,1,0.22304761904761908,Positive
2019-02-11,-1.6200103759765625,-1,0.2794571566000138,Positive
2019-02-12,0.7899932861328125,1,0.43616496598639454,Positive
2019-02-13,-1.2100067138671875,-1,0.34285714285714286,Positive
2019-02-14,1.089996337890625,1,0.32857142857142857,Positive
2019-02-15,-0.8300018310546875,-1,0.35067827626918535,Positive
2019-02-19,1.2199859619140625,1,0.35923721340388004,Positive
2019-02-20,0.839996337890625,1,0.4566666666666667,Positive
2019-02-21,-0.7400054931640625,-1,0.1722222222222222,Positive
2019-02-22,1.3899993896484375,1,0.4322420634920635,Positive
2019-02-25,0.0699920654296875,1,0.3973290043290043,Positive
2019-02-26,0.6199951171875,1,0.3244174311138597,Positive
2019-02-27,1.6599884033203125,1,0.17888888888888888,Positive
